title,genre,description,language,duration,episodes,rating,cast,keywords,source,poster_url,combined_features
out of the past,crime drama film noir,a private eye escapes his past to run a gas station in a small town but his past catches up with him now he must return to the big city world of danger corruption double crosses and duplicitous dames,english,97.0,1,8.0,robert mitchum jane greer kirk douglas rhonda fleming,crime drama film noir,imdb,"https://m.media-amazon.com/images/M/MV5BMDE0MjYxYmMtM2VhMC00MjhiLTg5NjItMDkzZGM5MGVlYjMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",crime drama film noir english 97.0 1 crime drama film noir a private eye escapes his past to run a gas station in a small town but his past catches up with him now he must return to the big city world of danger corruption double crosses and duplicitous dames robert mitchum jane greer kirk douglas rhonda fleming
brief encounter,drama romance,meeting a stranger in a railway station a woman is tempted to cheat on her husband,english,86.0,1,8.0,celia johnson trevor howard stanley holloway joyce carey,drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BYWQ0MGNjOTYtMWJlNi00YWMxLWFmMzktYjAyNTVkY2U1NWNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",drama romance english 86.0 1 drama romance meeting a stranger in a railway station a woman is tempted to cheat on her husband celia johnson trevor howard stanley holloway joyce carey
laura,drama film noir mystery,a police detective falls in love with the woman whose murder he is investigating,english,88.0,1,8.0,gene tierney dana andrews clifton webb vincent price,drama film noir mystery,imdb,"https://m.media-amazon.com/images/M/MV5BYjkxOGM5OTktNTRmZi00MjhlLWE2MDktNzY3NjY3NmRjNDUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",drama film noir mystery english 88.0 1 drama film noir mystery a police detective falls in love with the woman whose murder he is investigating gene tierney dana andrews clifton webb vincent price
the best years of our lives,drama romance war,three world war ii veterans return home to small town america to discover that they and their families have been irreparably changed,english,170.0,1,8.0,myrna loy dana andrews fredric march teresa wright,drama romance war,imdb,"https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",drama romance war english 170.0 1 drama romance war three world war ii veterans return home to small town america to discover that they and their families have been irreparably changed myrna loy dana andrews fredric march teresa wright
arsenic and old lace,comedy crime thriller,a writer of books on the futility of marriage risks his reputation when he decides to get married things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers,english,118.0,1,8.0,cary grant priscilla lane raymond massey jack carson,comedy crime thriller,imdb,"https://m.media-amazon.com/images/M/MV5BZDVlNTBjMjctNjAzNS00ZGJhLTg2NzMtNzIwYTIzYTBiMDkyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy crime thriller english 118.0 1 comedy crime thriller a writer of books on the futility of marriage risks his reputation when he decides to get married things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers cary grant priscilla lane raymond massey jack carson
the maltese falcon,film noir mystery,a private detective takes on a case that involves him with three eccentric criminals a gorgeous liar and their quest for a priceless statuette,english,100.0,1,8.0,humphrey bogart mary astor gladys george peter lorre,film noir mystery,imdb,"https://m.media-amazon.com/images/M/MV5BZjIwNGM1ZTUtOThjYS00NDdiLTk2ZDYtNGY5YjJkNzliM2JjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",film noir mystery english 100.0 1 film noir mystery a private detective takes on a case that involves him with three eccentric criminals a gorgeous liar and their quest for a priceless statuette humphrey bogart mary astor gladys george peter lorre
the grapes of wrath,drama history,a poor midwest family is forced off their land they travel to california suffering the misfortunes of the homeless in the great depression,english,129.0,1,8.0,henry fonda jane darwell john carradine charley grapewin,drama history,imdb,"https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",drama history english 129.0 1 drama history a poor midwest family is forced off their land they travel to california suffering the misfortunes of the homeless in the great depression henry fonda jane darwell john carradine charley grapewin
the wizard of oz,adventure family fantasy,dorothy gale is swept away from a farm in kansas to a magical land of oz in a tornado and embarks on a quest with her new friends to see the wizard who can help her return home to kansas and help her friends as well,english,102.0,1,8.0,george cukor mervyn leroy norman taurog richard thorpe,adventure family fantasy,imdb,"https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_UX67_CR0,0,67,98_AL_.jpg",adventure family fantasy english 102.0 1 adventure family fantasy dorothy gale is swept away from a farm in kansas to a magical land of oz in a tornado and embarks on a quest with her new friends to see the wizard who can help her return home to kansas and help her friends as well george cukor mervyn leroy norman taurog richard thorpe
la r gle du jeu,comedy drama,a bourgeois life in france at the onset of world war ii as the rich and their poor servants meet up at a french chateau,english,110.0,1,8.0,marcel dalio nora gregor paulette dubost mila par ly,comedy drama,imdb,"https://m.media-amazon.com/images/M/MV5BYTE4NjYxMGEtZmQxZi00YWVmLWJjZTctYTJmNDFmZGEwNDVhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR2,0,67,98_AL_.jpg",comedy drama english 110.0 1 comedy drama a bourgeois life in france at the onset of world war ii as the rich and their poor servants meet up at a french chateau marcel dalio nora gregor paulette dubost mila par ly
the thin man,comedy crime mystery,former detective nick charles and his wealthy wife nora investigate a murder case mostly for the fun of it,english,91.0,1,8.0,william powell myrna loy maureen o sullivan nat pendleton,comedy crime mystery,imdb,"https://m.media-amazon.com/images/M/MV5BYmFlOWMwMjAtMDMyMC00N2JjLTllODUtZjY3YWU3NGRkM2I2L2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy crime mystery english 91.0 1 comedy crime mystery former detective nick charles and his wealthy wife nora investigate a murder case mostly for the fun of it william powell myrna loy maureen o sullivan nat pendleton
all quiet on the western front,drama war,a german youth eagerly enters world war i but his enthusiasm wanes as he gets a firsthand view of the horror,english,152.0,1,8.0,lew ayres louis wolheim john wray arnold lucy,drama war,imdb,"https://m.media-amazon.com/images/M/MV5BMzg2MWQ4MDEtOGZlNi00MTg0LWIwMjQtYWY5NTQwYmUzMWNmXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",drama war english 152.0 1 drama war a german youth eagerly enters world war i but his enthusiasm wanes as he gets a firsthand view of the horror lew ayres louis wolheim john wray arnold lucy
bronenosets potemkin,drama history thriller,in the midst of the russian revolution of 1905 the crew of the battleship potemkin mutiny against the brutal tyrannical regime of the vessel s officers the resulting street demonstration in odessa brings on a police massacre,english,75.0,1,8.0,aleksandr antonov vladimir barskiy grigoriy aleksandrov ivan bobrov,drama history thriller,imdb,"https://m.media-amazon.com/images/M/MV5BMTEyMTQzMjQ0MTJeQTJeQWpwZ15BbWU4MDcyMjg4OTEx._V1_UY98_CR1,0,67,98_AL_.jpg",drama history thriller english 75.0 1 drama history thriller in the midst of the russian revolution of 1905 the crew of the battleship potemkin mutiny against the brutal tyrannical regime of the vessel s officers the resulting street demonstration in odessa brings on a police massacre aleksandr antonov vladimir barskiy grigoriy aleksandrov ivan bobrov
knives out,comedy crime drama,a detective investigates the death of a patriarch of an eccentric combative family,english,130.0,1,7.9,daniel craig chris evans ana de armas jamie lee curtis,comedy crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BMGUwZjliMTAtNzAxZi00MWNiLWE2NzgtZGUxMGQxZjhhNDRiXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy crime drama english 130.0 1 comedy crime drama a detective investigates the death of a patriarch of an eccentric combative family daniel craig chris evans ana de armas jamie lee curtis
dil bechara,comedy drama romance,the emotional journey of two hopelessly in love youngsters a young girl kizie suffering from cancer and a boy manny whom she meets at a support group,hindi,101.0,1,7.9,sushant singh rajput sanjana sanghi sahil vaid saswata chatterjee,comedy drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BNmI0MTliMTAtMmJhNC00NTJmLTllMzQtMDI3NzA1ODMyZWI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR5,0,67,98_AL_.jpg",comedy drama romance hindi 101.0 1 comedy drama romance the emotional journey of two hopelessly in love youngsters a young girl kizie suffering from cancer and a boy manny whom she meets at a support group sushant singh rajput sanjana sanghi sahil vaid saswata chatterjee
manbiki kazoku,crime drama,a family of small time crooks take in a child they find outside in the cold,english,121.0,1,7.9,lily franky sakura and kirin kiki mayu matsuoka,crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BYWZmOTY0MDAtMGRlMS00YjFlLWFkZTUtYmJhYWNlN2JjMmZkXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_UX67_CR0,0,67,98_AL_.jpg",crime drama english 121.0 1 crime drama a family of small time crooks take in a child they find outside in the cold lily franky sakura and kirin kiki mayu matsuoka
marriage story,comedy drama romance,noah baumbach s incisive and compassionate look at a marriage breaking up and a family staying together,english,137.0,1,7.9,adam driver scarlett johansson julia greer azhy robertson,comedy drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BZGVmY2RjNDgtMTc3Yy00YmY0LTgwODItYzBjNWJhNTRlYjdkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy drama romance english 137.0 1 comedy drama romance noah baumbach s incisive and compassionate look at a marriage breaking up and a family staying together adam driver scarlett johansson julia greer azhy robertson
call me by your name,drama romance,in 1980s italy romance blossoms between a seventeen year old student and the older man hired as his father s research assistant,english,132.0,1,7.9,armie hammer timoth e chalamet michael stuhlbarg amira casar,drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_UX67_CR0,0,67,98_AL_.jpg",drama romance english 132.0 1 drama romance in 1980s italy romance blossoms between a seventeen year old student and the older man hired as his father s research assistant armie hammer timoth e chalamet michael stuhlbarg amira casar
i daniel blake,drama,after having suffered a heart attack a 59 year old carpenter must fight the bureaucratic forces of the system in order to receive employment and support allowance,english,100.0,1,7.9,laura obiols dave johns hayley squires sharon percy,drama,imdb,"https://m.media-amazon.com/images/M/MV5BMTQ4NTMzMTk4NV5BMl5BanBnXkFtZTgwNTU5MjE4MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",drama english 100.0 1 drama after having suffered a heart attack a 59 year old carpenter must fight the bureaucratic forces of the system in order to receive employment and support allowance laura obiols dave johns hayley squires sharon percy
isle of dogs,animation adventure comedy,set in japan isle of dogs follows a boy s odyssey in search of his lost dog,english,101.0,1,7.9,bryan cranston koyu rankin edward norton bob balaban,animation adventure comedy,imdb,"https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_UX67_CR0,0,67,98_AL_.jpg",animation adventure comedy english 101.0 1 animation adventure comedy set in japan isle of dogs follows a boy s odyssey in search of his lost dog bryan cranston koyu rankin edward norton bob balaban
hunt for the wilderpeople,adventure comedy drama,a national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild new zealand bush,english,101.0,1,7.9,sam neill julian dennison rima te wiata rachel house,adventure comedy drama,imdb,"https://m.media-amazon.com/images/M/MV5BMjI1MDQ2MDg5Ml5BMl5BanBnXkFtZTgwMjc2NjM5ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",adventure comedy drama english 101.0 1 adventure comedy drama a national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild new zealand bush sam neill julian dennison rima te wiata rachel house
captain fantastic,comedy drama,in the forests of the pacific northwest a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world challenging his idea of what it means to be a parent,english,118.0,1,7.9,viggo mortensen george mackay samantha isler annalise basso,comedy drama,imdb,"https://m.media-amazon.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy drama english 118.0 1 comedy drama in the forests of the pacific northwest a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world challenging his idea of what it means to be a parent viggo mortensen george mackay samantha isler annalise basso
sing street,comedy drama music,a boy growing up in dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes,english,106.0,1,7.9,ferdia walsh peelo aidan gillen maria doyle kennedy jack reynor,comedy drama music,imdb,"https://m.media-amazon.com/images/M/MV5BMjEzODA3MDcxMl5BMl5BanBnXkFtZTgwODgxNDk3NzE@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy drama music english 106.0 1 comedy drama music a boy growing up in dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes ferdia walsh peelo aidan gillen maria doyle kennedy jack reynor
thor ragnarok,action adventure comedy,imprisoned on the planet sakaar thor must race against time to return to asgard and stop ragnar k the destruction of his world at the hands of the powerful and ruthless villain hela,english,130.0,1,7.9,chris hemsworth tom hiddleston cate blanchett mark ruffalo,action adventure comedy,imdb,"https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_UX67_CR0,0,67,98_AL_.jpg",action adventure comedy english 130.0 1 action adventure comedy imprisoned on the planet sakaar thor must race against time to return to asgard and stop ragnar k the destruction of his world at the hands of the powerful and ruthless villain hela chris hemsworth tom hiddleston cate blanchett mark ruffalo
